win,147,258,369,14,25,36,47,58,69,19,28,37,46,5,Zt0,Zt1,Zt2,ZZ,Z1,Z5,11,15,55,complex
12,0.11598746081504702,0.11175115207373272,0.09090909090909091,0.10838831291234684,0.11763261296660119,0.12176763384727449,0.11021245774987928,0.11950449356327422,0.11970534069981584,0.14274631497284718,0.14813769751693,0.14931407942238267,0.15054730844204528,0.15396113602391628,0.1309192200557103,0.11097099621689786,0.14285714285714285,0.08833922261484099,0.11811023622047244,0.12443292287751134,0.16666666666666666,0.15702479338842976,0.1395846713765789,0.11792138574283811
13,0.09473684210526316,0.08969210174029452,0.09185441941074524,0.10313216195569137,0.10602615122228538,0.10861684327941996,0.10575062206248272,0.11345127773097445,0.10676156583629894,0.11405835543766578,0.1325181758096497,0.1343608644664098,0.141852286049238,0.13959642739000994,0.12280701754385964,0.09941520467836257,0.11635220125786164,0.10227272727272728,0.13003095975232198,0.11286843997124371,0.14893617021276595,0.13568773234200743,0.12596339113680155,0.11259676284306826
14,0.0835117773019272,0.06763285024154589,0.07784431137724551,0.08529688972667294,0.09932203389830509,0.09532258064516129,0.09520704271274862,0.09966777408637874,0.08992650237786425,0.1059322033898305,0.11923076923076924,0.1172562048075044,0.11773818745158791,0.11812476928755998,0.09698558322411534,0.08256880733944955,0.10431654676258993,0.09504132231404959,0.10112359550561797,0.09250398724082935,0.17647058823529413,0.12596899224806202,0.10928381962864721,0.09697933227344992
15,0.06976744186046512,0.05731225296442688,0.06807511737089202,0.08166761850371217,0.08424463345484001,0.07603503184713375,0.08169740233987706,0.08226837060702875,0.07782515991471216,0.08365508365508366,0.09322033898305085,0.08965983329578733,0.09545653123634774,0.09488139825218476,0.07272727272727272,0.06526806526806526,0.09734513274336283,0.07339449541284404,0.0752212389380531,0.07933740191804708,0.0967741935483871,0.09147609147609148,0.08939526730937773,0.08576329331046312
16,0.06363636363636363,0.05687203791469194,0.059190031152647975,0.061164333087693444,0.06143001007049345,0.05552861299709021,0.05681271064034665,0.059940059940059943,0.05898305084745763,0.03980891719745223,0.06263157894736843,0.06360332294911734,0.061017786561264824,0.06521739130434782,0.05086848635235732,0.040697674418604654,0.05056179775280899,0.043478260869565216,0.04830917874396135,0.04557885141294439,0.12,0.06092436974789916,0.0634041243459526,0.06654170571696345
17,0.024271844660194174,0.04411764705882353,0.02512562814070352,0.04004449388209121,0.041947565543071164,0.029097605893186003,0.029829028737722807,0.029082774049217,0.038183694530443756,0.02857142857142857,0.03345454545454545,0.034546805349182766,0.034147974556411116,0.036608863198458574,0.03582554517133956,0.03524229074889868,0.010869565217391304,0.02097902097902098,0.06338028169014084,0.02648171500630517,0.14285714285714285,0.02531645569620253,0.04043234587670136,0.03145478374836173
18,0.021739130434782608,0.015625,0.01818181818181818,0.029045643153526972,0.03504043126684636,0.025899280575539568,0.019525801952580194,0.008645533141210375,0.02459016393442623,0.007633587786259542,0.031026252983293555,0.02574002574002574,0.026022304832713755,0.028639618138424822,0.017467248908296942,0.0,0.0,0.022727272727272728,0.058823529411764705,0.024096385542168676,0.0,0.02027027027027027,0.02295918367346939,0.012658227848101266
dealin,147,258,369,14,25,36,47,58,69,19,28,37,46,5,Zt0,Zt1,Zt2,ZZ,Z1,Z5,11,15,55,complex
0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.14285714285714285,0.07894736842105263,0.05,0.06060606060606061,0.16666666666666666,,0.0,,0.0,0.0,,0.0,0.13333333333333333,0.0
1,0.0,0.0,0.0,0.0,0.025,0.0379746835443038,0.04597701149425287,0.08333333333333333,0.11538461538461539,0.0410958904109589,0.07575757575757576,0.07536231884057971,0.14022140221402213,0.0755813953488372,0.03636363636363636,0.0,0.0,0.0,0.1111111111111111,0.08163265306122448,0.0,0.06451612903225806,0.047619047619047616,0.0
2,0.05555555555555555,0.038461538461538464,0.05,0.033112582781456956,0.016853932584269662,0.07006369426751592,0.05654761904761905,0.041666666666666664,0.050724637681159424,0.10434782608695652,0.07081174438687392,0.09969481180061038,0.11821471652593486,0.10300429184549356,0.03636363636363636,0.06060606060606061,0.0,0.07692307692307693,0.13793103448275862,0.07428571428571429,0.0,0.10714285714285714,0.10120481927710843,0.016129032258064516
3,0.03125,0.05128205128205128,0.0,0.051470588235294115,0.05625,0.06941431670281996,0.07515657620041753,0.060836501901140684,0.0673076923076923,0.10112359550561797,0.0949579831932773,0.10433934666016577,0.1168757126567845,0.10051813471502591,0.08968609865470852,0.07142857142857142,0.2,0.05405405405405406,0.13043478260869565,0.0792838874680307,0.0,0.109375,0.10338164251207729,0.05154639175257732
4,0.045454545454545456,0.047058823529411764,0.00847457627118644,0.05720572057205721,0.060861423220973786,0.07315842583249244,0.06593406593406594,0.057655954631379965,0.06538895152198422,0.11390728476821192,0.09745347698334966,0.10926773455377574,0.11340523882896764,0.12314098750743604,0.14114114114114115,0.06951871657754011,0.08333333333333333,0.08139534883720931,0.1076923076923077,0.10659186535764376,0.09523809523809523,0.11076923076923077,0.1104589114194237,0.06971153846153846
5,0.047058823529411764,0.04153354632587859,0.048,0.07496740547588006,0.08267509215376515,0.08550602747406784,0.0805961910019321,0.07287234042553191,0.07371007371007371,0.11514052583862194,0.11400128452151574,0.11756834257312178,0.12067528136723635,0.1334913112164297,0.14798206278026907,0.10179640718562874,0.11688311688311688,0.14388489208633093,0.116,0.11228406909788867,0.05128205128205128,0.12625250501002003,0.11389445557782231,0.06983655274888559
6,0.06329113924050633,0.05063291139240506,0.06683168316831684,0.08215767634854772,0.08624301675977654,0.08344101901421451,0.09123243820024898,0.08735048930772019,0.07292506043513296,0.1174061433447099,0.1309935739001483,0.1210272417707151,0.1269717320006247,0.132953181272509,0.14084507042253522,0.11355311355311355,0.14074074074074075,0.11428571428571428,0.12012987012987013,0.12237237237237238,0.024390243902439025,0.128698224852071,0.12663645518630412,0.09692898272552783
7,0.06620209059233449,0.0687593423019432,0.07942238267148015,0.08194622279129321,0.09227129337539432,0.09580353528538658,0.09823078954317402,0.09571045576407507,0.0759728227300803,0.12478235635519443,0.1421505376344086,0.1292420480075677,0.13289124668435012,0.14443567482241515,0.15121951219512195,0.10767160161507403,0.14018691588785046,0.11742424242424243,0.1468354430379747,0.12699386503067484,0.057692307692307696,0.13594771241830064,0.13132554804343372,0.09970238095238096
8,0.08022922636103152,0.08283313325330131,0.08201892744479496,0.08429926238145416,0.09867131343933784,0.10263335584064821,0.10706377325066431,0.10046781020271775,0.08286252354048965,0.12574525745257453,0.14487704918032787,0.1364236952213169,0.13928786964393483,0.16306532663316584,0.15074626865671642,0.12698412698412698,0.11971830985915492,0.125,0.1622222222222222,0.12296858071505959,0.047619047619047616,0.13519553072625698,0.1363891487371375,0.1122715404699739
9,0.09055118110236221,0.09606986899563319,0.10249307479224377,0.09470264867566217,0.11008798854102722,0.105406253267803,0.11368334022323275,0.10781282209853639,0.10298102981029811,0.12519809825673534,0.1477225240284162,0.14208125135781013,0.13725721012360212,0.16683070866141733,0.167574931880109,0.12658227848101267,0.12025316455696203,0.14790996784565916,0.15010570824524314,0.13054830287206268,0.11594202898550725,0.14878892733564014,0.13576642335766423,0.11358024691358025
10,0.08865710560625815,0.0935483870967742,0.0978120978120978,0.09834796076406814,0.12354264675802823,0.11039966952390788,0.12026291465543802,0.11213047910295616,0.11490837048043585,0.1371012870733072,0.1452589105581708,0.14498909424865114,0.14561446371854386,0.16316721477358967,0.16129032258064516,0.12815126050420167,0.13428571428571429,0.165625,0.15212527964205816,0.12882096069868995,0.125,0.12978986402966625,0.14100666173205034,0.11193568336425479
11,0.10458452722063037,0.09921962095875139,0.11228533685601057,0.10103265420039073,0.120468851747341,0.11439602868174296,0.12656284272866858,0.11347826086956522,0.11389645776566758,0.12861736334405144,0.1464609355865785,0.14981836402355003,0.14477794377291864,0.1545181545181545,0.16326530612244897,0.1357615894039735,0.12874251497005987,0.1254355400696864,0.12886597938144329,0.12166172106824925,0.13432835820895522,0.1258741258741259,0.13399800598205383,0.11082963901203294
12,0.1206896551724138,0.0944700460829493,0.10581222056631892,0.10084825636192271,0.11959724950884086,0.11496904212698798,0.12349106711733462,0.11974738887539471,0.10988336402701043,0.13033359193173003,0.13826185101580135,0.14223826714801444,0.13900134952766532,0.15515695067264573,0.15598885793871867,0.13745271122320302,0.14285714285714285,0.14840989399293286,0.13385826771653545,0.12119248217757615,0.13333333333333333,0.11900826446280992,0.13851423678013272,0.11525649566955364
13,0.11052631578947368,0.09103078982597054,0.09358752166377816,0.10580595874713522,0.11597498578737919,0.11042944785276074,0.11224771910423002,0.11204717775905644,0.11209964412811388,0.11936339522546419,0.13417052214144085,0.12899983246775004,0.13063138502763355,0.14323519682434668,0.1282051282051282,0.12719298245614036,0.12578616352201258,0.125,0.1393188854489164,0.11646297627606039,0.10638297872340426,0.13568773234200743,0.13704238921001927,0.1175228712174525
14,0.10278372591006424,0.09339774557165861,0.10978043912175649,0.10838831291234684,0.10542372881355933,0.10209677419354839,0.11053146397130746,0.10830564784053157,0.10116731517509728,0.11970338983050847,0.11346153846153846,0.11237052960719171,0.11773818745158791,0.1288298265042451,0.11402359108781127,0.11559633027522936,0.07913669064748201,0.10330578512396695,0.1198501872659176,0.11403508771929824,0.14705882352941177,0.12015503875968993,0.1273209549071618,0.10890302066772654
15,0.1111111111111111,0.07114624505928854,0.0892018779342723,0.09480296973158195,0.08464965573106521,0.09096337579617834,0.09716438627800912,0.09904153354632587,0.08795309168443496,0.09266409266409266,0.1016949152542373,0.10317639107907187,0.1052861511577108,0.10694964627548897,0.10666666666666667,0.08391608391608392,0.07964601769911504,0.09174311926605505,0.10176991150442478,0.09154315605928509,0.1935483870967742,0.10187110187110188,0.10283377154542798,0.08662092624356775
16,0.09090909090909091,0.07819905213270142,0.08722741433021806,0.07516580692704496,0.0689828801611279,0.07444228903976721,0.07799711121810303,0.07692307692307693,0.06915254237288136,0.07006369426751592,0.06947368421052631,0.08255451713395638,0.08127470355731226,0.07816836262719704,0.07320099255583126,0.08139534883720931,0.07303370786516854,0.06763285024154589,0.07246376811594203,0.0820419325432999,0.16,0.08403361344537816,0.08002462296091105,0.05810684161199625
17,0.06796116504854369,0.0661764705882353,0.08542713567839195,0.05672969966629588,0.04868913857677903,0.0578268876611418,0.06584212440887595,0.053691275167785234,0.054695562435500514,0.08051948051948052,0.05090909090909091,0.05794947994056464,0.06260462002008704,0.05908798972382787,0.07320872274143302,0.05286343612334802,0.043478260869565216,0.03496503496503497,0.07042253521126761,0.06431273644388398,0.14285714285714285,0.06835443037974684,0.06244995996797438,0.04456094364351245
18,0.0,0.046875,0.07272727272727272,0.08713692946058091,0.04582210242587601,0.0618705035971223,0.061366806136680614,0.04610951008645533,0.045081967213114756,0.07633587786259542,0.05250596658711217,0.05276705276705277,0.058240396530359353,0.06443914081145585,0.05240174672489083,0.0847457627118644,0.05,0.022727272727272728,0.08823529411764706,0.06827309236947791,0.2857142857142857,0.060810810810810814,0.05739795918367347,0.04219409282700422
fold,147,258,369,14,25,36,47,58,69,19,28,37,46,5,Zt0,Zt1,Zt2,ZZ,Z1,Z5,11,15,55,complex
0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.025,0.0,0.0,,0.0,,0.0,0.0,,0.2,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.07692307692307693,0.0136986301369863,0.015151515151515152,0.011594202898550725,0.01845018450184502,0.005813953488372093,0.01818181818181818,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0967741935483871,0.009523809523809525,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0031847133757961785,0.01488095238095238,0.005208333333333333,0.028985507246376812,0.013043478260869565,0.017271157167530225,0.0254323499491353,0.020506634499396863,0.03862660944206009,0.02727272727272727,0.030303030303030304,0.0,0.07692307692307693,0.0,0.03428571428571429,0.0,0.05952380952380952,0.021686746987951807,0.0
3,0.0,0.0,0.0,0.00980392156862745,0.0020833333333333333,0.005422993492407809,0.010438413361169102,0.0019011406844106464,0.01201923076923077,0.01348314606741573,0.021848739495798318,0.028278888347147733,0.029076396807297605,0.0383419689119171,0.02242152466367713,0.03571428571428571,0.0,0.02702702702702703,0.028985507246376812,0.03324808184143223,0.0,0.06770833333333333,0.014492753623188406,0.015463917525773196
4,0.0,0.0,0.0,0.013201320132013201,0.00749063670411985,0.005045408678102927,0.008491508491508492,0.002835538752362949,0.007891770011273957,0.018543046357615896,0.02742409402546523,0.031750572082379865,0.033281972265023115,0.0380725758477097,0.02702702702702703,0.0427807486631016,0.027777777777777776,0.03488372093023256,0.03076923076923077,0.029453015427769985,0.047619047619047616,0.06153846153846154,0.023479188900747065,0.01201923076923077
5,0.0,0.0,0.012,0.01303780964797914,0.008952080042127435,0.008690776562938042,0.009936516698868341,0.006382978723404255,0.010442260442260442,0.028105167724388033,0.03468208092485549,0.037086599120627034,0.04105877448937057,0.04028436018957346,0.04035874439461883,0.03592814371257485,0.025974025974025976,0.02877697841726619,0.032,0.030710172744721688,0.05128205128205128,0.05811623246492986,0.03239812959251837,0.01634472511144131
6,0.005063291139240506,0.006329113924050633,0.012376237623762377,0.015767634854771784,0.007681564245810056,0.012737677681373454,0.010136937577805443,0.010511054729974628,0.0128928283642224,0.034129692832764506,0.04152249134948097,0.04128830874006811,0.04747774480712166,0.04531812725090036,0.056338028169014086,0.0347985347985348,0.037037037037037035,0.03333333333333333,0.03896103896103896,0.04354354354354354,0.04878048780487805,0.051775147928994084,0.033736153071500505,0.023032629558541268
7,0.005226480836236934,0.01046337817638266,0.01263537906137184,0.02176696542893726,0.012355415352260778,0.014303063014437997,0.012542909955109585,0.013941018766756031,0.016985793699814702,0.03424260011607661,0.04559139784946237,0.04800756769540026,0.05278514588859416,0.05209155485398579,0.05853658536585366,0.034993270524899055,0.0514018691588785,0.041666666666666664,0.04050632911392405,0.04539877300613497,0.07692307692307693,0.06535947712418301,0.03810694529809465,0.019345238095238096
8,0.02005730659025788,0.010804321728691477,0.011041009463722398,0.019494204425711276,0.01590067523415378,0.014629754670267838,0.015943312666076175,0.016707507239919803,0.017487220877051384,0.03143631436314363,0.04651639344262295,0.05197093151288262,0.05624622812311406,0.04874371859296482,0.07611940298507462,0.03968253968253968,0.05985915492957746,0.0625,0.05333333333333334,0.053629469122426866,0.07936507936507936,0.08379888268156424,0.041534144059869035,0.0195822454308094
9,0.01968503937007874,0.013100436681222707,0.0110803324099723,0.023238380809595203,0.017393083691426232,0.017985987660775908,0.017362546506821,0.016697588126159554,0.019955654101995565,0.03750660327522451,0.058712912661930634,0.05767977406039539,0.06309593878752207,0.053395669291338585,0.07493188010899182,0.046413502109704644,0.04430379746835443,0.06109324758842444,0.0613107822410148,0.06475195822454308,0.08695652173913043,0.08650519031141868,0.0427007299270073,0.019135802469135803
10,0.01303780964797914,0.017204301075268817,0.01287001287001287,0.027620030975735673,0.016772346083043566,0.020448208199938037,0.021156413679778167,0.019571865443425075,0.024764735017335313,0.038052602126468944,0.06635283568706568,0.05693950177935943,0.06376740776936232,0.06324310650139135,0.0793010752688172,0.03466386554621849,0.06285714285714286,0.05,0.06935123042505593,0.0665938864628821,0.15625,0.09765142150803462,0.04885270170244264,0.022881880024737167
11,0.02148997134670487,0.013377926421404682,0.017173051519154558,0.03125872174155735,0.020837855437377904,0.02107004964147821,0.02434744461504716,0.02108695652173913,0.02779291553133515,0.03858520900321544,0.06441342150379623,0.06112990103970938,0.06831454570148038,0.06552006552006552,0.09795918367346938,0.033112582781456956,0.059880239520958084,0.05574912891986063,0.07474226804123711,0.07359050445103858,0.14925373134328357,0.0993006993006993,0.05004985044865404,0.028499050031665613
12,0.023510971786833857,0.014976958525345621,0.020864381520119227,0.03455859252277725,0.02406679764243615,0.02294524705596698,0.02631578947368421,0.02356084527568618,0.030079803560466543,0.04034134988363072,0.06969525959367946,0.06296028880866426,0.07257459889038836,0.06576980568011959,0.0905292479108635,0.03656998738965952,0.0641399416909621,0.07420494699646643,0.05774278215223097,0.07388204795852236,0.13333333333333333,0.10743801652892562,0.05138086062941554,0.03397734843437708
13,0.02280701754385965,0.0214190093708166,0.024263431542461005,0.02826585179526356,0.028140989198408187,0.023006134969325152,0.028061929776057506,0.02723953945520921,0.030249110320284697,0.04597701149425287,0.06411103767349637,0.06181940023454515,0.06632054932172166,0.0668210387032749,0.09581646423751687,0.04093567251461988,0.04716981132075472,0.06060606060606061,0.06191950464396285,0.06973400431344356,0.14893617021276595,0.10594795539033457,0.05322736030828516,0.03518648838845883
14,0.03640256959314775,0.024154589371980676,0.01996007984031936,0.03628652214891612,0.03423728813559322,0.02403225806451613,0.028692533420280403,0.026910299003322258,0.03156074362300043,0.04766949152542373,0.05653846153846154,0.055305843267539574,0.06177381874515879,0.06164636397194537,0.08125819134993446,0.03486238532110092,0.03597122302158273,0.045454545454545456,0.052434456928838954,0.05661881977671451,0.029411764705882353,0.0872093023255814,0.047214854111405836,0.030206677265500796
15,0.023255813953488372,0.01383399209486166,0.01643192488262911,0.03826384922901199,0.02754151478331308,0.025477707006369428,0.027562958556414833,0.025958466453674122,0.024520255863539446,0.04247104247104247,0.05263157894736842,0.046632124352331605,0.05067715159458279,0.052850603412401165,0.055757575757575756,0.03263403263403263,0.030973451327433628,0.05045871559633028,0.048672566371681415,0.05492589363557106,0.0,0.060291060291060294,0.040315512708150744,0.030017152658662092
16,0.01818181818181818,0.0071090047393364926,0.01557632398753894,0.01915991156963891,0.022658610271903322,0.02133850630455868,0.020943668753009147,0.023976023976023976,0.015593220338983051,0.03503184713375796,0.030526315789473683,0.029854620976116304,0.035326086956521736,0.03746530989824237,0.04590570719602978,0.01744186046511628,0.03932584269662921,0.024154589371980676,0.024154589371980676,0.04102096627164995,0.0,0.04201680672268908,0.02616189596799015,0.02436738519212746
17,0.019417475728155338,0.011029411764705883,0.020100502512562814,0.0055617352614015575,0.01198501872659176,0.008103130755064457,0.011640596580574755,0.014168530947054437,0.01238390092879257,0.01038961038961039,0.012363636363636363,0.01448736998514116,0.018747907599598258,0.015414258188824663,0.020249221183800622,0.00881057268722467,0.021739130434782608,0.0,0.014084507042253521,0.015132408575031526,0.0,0.005063291139240506,0.010808646917534028,0.011795543905635648
18,0.0,0.0,0.0,0.0,0.0026954177897574125,0.0028776978417266188,0.002789400278940028,0.002881844380403458,0.00819672131147541,0.007633587786259542,0.00477326968973747,0.006435006435006435,0.011152416356877323,0.00477326968973747,0.008733624454148471,0.0,0.0,0.0,0.029411764705882353,0.004016064257028112,0.0,0.006756756756756757,0.0012755102040816326,0.0
